asset_pair,wsname,asset,currency,time,tmsp,open_price,close_price,volume
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-14 01:00:00,1610582400,120.75,121.14,6126.55090454
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-15 01:00:00,1610668800,121.6,137.95,11228.2341605
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-16 01:00:00,1610755200,138.8,151.05,11053.04690966
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-17 01:00:00,1610841600,148.19,154.46,6639.1889282
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-18 01:00:00,1610928000,155.38,165.76,4634.6619645
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-19 01:00:00,1611014400,166.02,154.39,7435.15834896
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-20 01:00:00,1611100800,153.38,162.47,7077.70436924
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-21 01:00:00,1611187200,163.86,130.86,7707.75962502
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-22 01:00:00,1611273600,130.44,155.96,6705.43335428
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-23 01:00:00,1611360000,155.89,175.68,4326.28691093
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-24 01:00:00,1611446400,176.0,217.34,15844.65101285
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-25 01:00:00,1611532800,219.14,203.89,10163.96649946
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-26 01:00:00,1611619200,203.97,228.87,12463.76898944
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-27 01:00:00,1611705600,228.83,237.26,14875.74663915
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-28 01:00:00,1611792000,235.72,245.01,10571.48139326
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-29 01:00:00,1611878400,246.64,237.5,4038.13671922
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-30 01:00:00,1611964800,240.78,260.7,6280.96382972
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-01-31 01:00:00,1612051200,259.73,248.12,5527.68904602
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-01 01:00:00,1612137600,247.78,244.59,6982.54189693
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-02 01:00:00,1612224000,244.07,250.77,4473.73209435
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-03 01:00:00,1612310400,252.18,321.21,9207.98494782
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-04 01:00:00,1612396800,319.09,390.39,23947.12495897
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-05 01:00:00,1612483200,393.17,421.14,13581.37242307
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-06 01:00:00,1612569600,422.31,392.37,9967.01188467
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-07 01:00:00,1612656000,393.66,392.43,9512.80385093
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-08 01:00:00,1612742400,392.5,406.91,10084.08468114
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-09 01:00:00,1612828800,408.38,404.0,6557.56505467
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-10 01:00:00,1612915200,404.54,432.2,11403.32885056
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-11 01:00:00,1613001600,433.34,426.66,6471.55475628
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-12 01:00:00,1613088000,427.0,437.76,5826.13622632
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-13 01:00:00,1613174400,439.47,410.1,4065.35681904
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-14 01:00:00,1613260800,411.14,387.95,7510.46439235
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-15 01:00:00,1613347200,389.24,376.41,8341.11103171
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-16 01:00:00,1613433600,376.62,357.59,6788.17607963
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-17 01:00:00,1613520000,358.18,376.4,8989.45674336
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-18 01:00:00,1613606400,375.58,365.5,6723.44655127
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-19 01:00:00,1613692800,366.77,345.72,9964.08957125
AAVEEUR,AAVE/EUR,AAVE,EUR,2021-02-20 01:00:00,1613779200,346.03,383.46,17988.29491836
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-15 01:00:00,1607990400,109.9,90.95,2122.89134956
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-16 01:00:00,1608076800,90.94,87.69,3684.05566288
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-17 01:00:00,1608163200,88.0,85.06,6320.74805698
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-18 01:00:00,1608249600,84.68,90.38,2963.0905157
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-19 01:00:00,1608336000,90.9,88.29,2987.83392519
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-20 01:00:00,1608422400,88.17,84.67,3196.40359078
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-21 01:00:00,1608508800,86.28,81.0,4098.26241619
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-22 01:00:00,1608595200,81.73,84.55,2446.39793901
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-23 01:00:00,1608681600,83.21,74.63,2962.20411844
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-24 01:00:00,1608768000,75.76,80.0,1393.77391164
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-25 01:00:00,1608854400,80.33,80.0,2034.22488933
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-26 01:00:00,1608940800,79.33,75.01,1589.98000492
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-27 01:00:00,1609027200,75.01,78.36,1361.98474448
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-28 01:00:00,1609113600,76.58,81.74,2611.51565592
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-29 01:00:00,1609200000,82.34,77.05,1700.64201173
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-30 01:00:00,1609286400,77.9,81.53,2870.58202772
AAVEUSD,AAVE/USD,AAVE,USD,2020-12-31 01:00:00,1609372800,80.71,88.51,1754.9589226
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-01 01:00:00,1609459200,87.4,91.19,2165.97010207
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-02 01:00:00,1609545600,91.46,85.47,3212.28929575
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-03 01:00:00,1609632000,85.15,93.19,7506.74473687
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-04 01:00:00,1609718400,94.4,114.47,18196.66078648
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-05 01:00:00,1609804800,114.47,120.04,11392.37637029
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-06 01:00:00,1609891200,120.25,115.23,11858.36136237
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-07 01:00:00,1609977600,113.22,115.04,8289.27831059
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-08 01:00:00,1610064000,115.95,110.83,6750.69403765
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-09 01:00:00,1610150400,110.77,119.7,5426.97678695
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-10 01:00:00,1610236800,118.85,127.08,8373.65321365
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-11 01:00:00,1610323200,127.0,115.81,7056.65501336
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-12 01:00:00,1610409600,112.68,126.43,5444.358567
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-13 01:00:00,1610496000,126.36,148.16,5689.96384806
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-14 01:00:00,1610582400,147.07,147.25,5704.85485845
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-15 01:00:00,1610668800,147.71,166.75,4802.36442959
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-16 01:00:00,1610755200,167.8,184.0,10292.6598825
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-17 01:00:00,1610841600,179.0,186.46,4981.93424124
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-18 01:00:00,1610928000,188.02,200.34,8542.99719774
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-19 01:00:00,1611014400,200.77,190.01,7126.67734418
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-20 01:00:00,1611100800,186.3,199.12,8937.40151236
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-21 01:00:00,1611187200,199.0,160.51,8989.99010511
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-22 01:00:00,1611273600,159.0,190.96,10446.25753326
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-23 01:00:00,1611360000,189.18,211.13,21659.84877644
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-24 01:00:00,1611446400,213.14,264.37,18260.40899926
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-25 01:00:00,1611532800,266.36,249.1,12031.85026629
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-26 01:00:00,1611619200,244.73,277.52,12648.96884025
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-27 01:00:00,1611705600,277.77,287.74,16062.3615206
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-28 01:00:00,1611792000,286.0,297.12,12327.33122031
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-29 01:00:00,1611878400,298.8,287.73,10511.68655352
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-30 01:00:00,1611964800,290.4,316.95,11123.38647446
AAVEUSD,AAVE/USD,AAVE,USD,2021-01-31 01:00:00,1612051200,315.55,300.78,8771.54160555
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-01 01:00:00,1612137600,300.83,294.67,8861.48507282
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-02 01:00:00,1612224000,294.55,303.87,6533.81661959
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-03 01:00:00,1612310400,306.53,384.77,12292.21652245
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-04 01:00:00,1612396800,386.0,468.81,35502.04153767
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-05 01:00:00,1612483200,468.22,507.28,17140.2625331
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-06 01:00:00,1612569600,509.23,472.5,15867.5889396
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-07 01:00:00,1612656000,475.0,472.87,14242.58082775
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-08 01:00:00,1612742400,472.43,490.8,13405.3683416
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-09 01:00:00,1612828800,490.87,489.66,8168.34291415
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-10 01:00:00,1612915200,489.71,524.4,16149.50871105
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-11 01:00:00,1613001600,524.79,517.95,8382.76009309
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-12 01:00:00,1613088000,518.41,530.45,8395.8043468
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-13 01:00:00,1613174400,530.05,495.26,7508.97181554
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-14 01:00:00,1613260800,496.15,469.58,6271.34744051
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-15 01:00:00,1613347200,471.75,455.62,11258.14744248
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-16 01:00:00,1613433600,456.12,432.76,6375.75762058
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-17 01:00:00,1613520000,432.5,450.76,26081.42992683
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-18 01:00:00,1613606400,452.53,442.57,15103.06904625
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-19 01:00:00,1613692800,444.69,420.0,13809.78617165
AAVEUSD,AAVE/USD,AAVE,USD,2021-02-20 01:00:00,1613779200,420.56,465.07,21485.31450036
ADAEUR,ADA/EUR,ADA,EUR,2019-03-04 01:00:00,1551657600,0.037088,0.035585,2961160.96728906
ADAEUR,ADA/EUR,ADA,EUR,2019-03-05 01:00:00,1551744000,0.035497,0.0377,3238690.41215015
ADAEUR,ADA/EUR,ADA,EUR,2019-03-06 01:00:00,1551830400,0.038019,0.037726,1756702.38386145
ADAEUR,ADA/EUR,ADA,EUR,2019-03-07 01:00:00,1551916800,0.037715,0.038182,2579211.77810809
ADAEUR,ADA/EUR,ADA,EUR,2019-03-08 01:00:00,1552003200,0.03808,0.0376,1670459.71814572
ADAEUR,ADA/EUR,ADA,EUR,2019-03-09 01:00:00,1552089600,0.037689,0.041496,4934457.0782672
ADAEUR,ADA/EUR,ADA,EUR,2019-03-10 01:00:00,1552176000,0.041495,0.040142,2902745.22334267
ADAEUR,ADA/EUR,ADA,EUR,2019-03-11 01:00:00,1552262400,0.040401,0.041851,8092668.40949604
ADAEUR,ADA/EUR,ADA,EUR,2019-03-12 01:00:00,1552348800,0.041801,0.041549,3462465.42780067
ADAEUR,ADA/EUR,ADA,EUR,2019-03-13 01:00:00,1552435200,0.0416,0.040845,2664439.10713333
ADAEUR,ADA/EUR,ADA,EUR,2019-03-14 01:00:00,1552521600,0.040844,0.041991,1645672.25164942
ADAEUR,ADA/EUR,ADA,EUR,2019-03-15 01:00:00,1552608000,0.041996,0.043981,5755458.1441229
ADAEUR,ADA/EUR,ADA,EUR,2019-03-16 01:00:00,1552694400,0.043814,0.045127,3492171.78880206
ADAEUR,ADA/EUR,ADA,EUR,2019-03-17 01:00:00,1552780800,0.045039,0.043825,4272891.01789042
ADAEUR,ADA/EUR,ADA,EUR,2019-03-18 01:00:00,1552867200,0.0439,0.044131,5168121.93759233
ADAEUR,ADA/EUR,ADA,EUR,2019-03-19 01:00:00,1552953600,0.044026,0.046012,3997749.04829234
ADAEUR,ADA/EUR,ADA,EUR,2019-03-20 01:00:00,1553040000,0.04595,0.0467,4010531.78209812
ADAEUR,ADA/EUR,ADA,EUR,2019-03-21 01:00:00,1553126400,0.0468,0.046107,9062573.44049891
ADAEUR,ADA/EUR,ADA,EUR,2019-03-22 01:00:00,1553212800,0.045689,0.050901,11957750.29033407
ADAEUR,ADA/EUR,ADA,EUR,2019-03-23 01:00:00,1553299200,0.051024,0.05591,9749865.13326879
ADAEUR,ADA/EUR,ADA,EUR,2019-03-24 01:00:00,1553385600,0.05589,0.054016,5409059.40719443
ADAEUR,ADA/EUR,ADA,EUR,2019-03-25 01:00:00,1553472000,0.054082,0.0513,7091485.38693611
ADAEUR,ADA/EUR,ADA,EUR,2019-03-26 01:00:00,1553558400,0.051558,0.0545,5202975.66261967
ADAEUR,ADA/EUR,ADA,EUR,2019-03-27 01:00:00,1553644800,0.054176,0.059201,10977294.93098927
ADAEUR,ADA/EUR,ADA,EUR,2019-03-28 01:00:00,1553731200,0.059107,0.05806,6087061.91365126
ADAEUR,ADA/EUR,ADA,EUR,2019-03-29 01:00:00,1553817600,0.058121,0.063378,12769054.08183551
ADAEUR,ADA/EUR,ADA,EUR,2019-03-30 01:00:00,1553904000,0.063382,0.063885,5865001.63563354
ADAEUR,ADA/EUR,ADA,EUR,2019-03-31 01:00:00,1553990400,0.0643,0.06223,2867585.89328475
ADAEUR,ADA/EUR,ADA,EUR,2019-04-01 02:00:00,1554076800,0.061901,0.064354,5133755.51151631
ADAEUR,ADA/EUR,ADA,EUR,2019-04-02 02:00:00,1554163200,0.064396,0.07649,16286116.38823556
ADAEUR,ADA/EUR,ADA,EUR,2019-04-03 02:00:00,1554249600,0.07681,0.080787,27304832.25181096
ADAEUR,ADA/EUR,ADA,EUR,2019-04-04 02:00:00,1554336000,0.080904,0.0778,18181073.08036511
ADAEUR,ADA/EUR,ADA,EUR,2019-04-05 02:00:00,1554422400,0.079532,0.081235,8326228.80556018
ADAEUR,ADA/EUR,ADA,EUR,2019-04-06 02:00:00,1554508800,0.081177,0.080324,5458895.56926919
ADAEUR,ADA/EUR,ADA,EUR,2019-04-07 02:00:00,1554595200,0.08008,0.080673,3751252.3728859
ADAEUR,ADA/EUR,ADA,EUR,2019-04-08 02:00:00,1554681600,0.080268,0.077474,6900143.82338745
ADAEUR,ADA/EUR,ADA,EUR,2019-04-09 02:00:00,1554768000,0.07682,0.074316,9064106.94411541
ADAEUR,ADA/EUR,ADA,EUR,2019-04-10 02:00:00,1554854400,0.074114,0.080142,10525197.46003165
ADAEUR,ADA/EUR,ADA,EUR,2019-04-11 02:00:00,1554940800,0.080344,0.073639,9599841.65514024
ADAEUR,ADA/EUR,ADA,EUR,2019-04-12 02:00:00,1555027200,0.074065,0.07375,3692834.41401066
ADAEUR,ADA/EUR,ADA,EUR,2019-04-13 02:00:00,1555113600,0.07375,0.07375,0.0
ADAEUR,ADA/EUR,ADA,EUR,2019-04-14 02:00:00,1555200000,0.073617,0.074918,2943968.47850036
ADAEUR,ADA/EUR,ADA,EUR,2019-04-15 02:00:00,1555286400,0.07486,0.072798,3115670.82880147
ADAEUR,ADA/EUR,ADA,EUR,2019-04-16 02:00:00,1555372800,0.072218,0.07378,3229087.54120325
ADAEUR,ADA/EUR,ADA,EUR,2019-04-17 02:00:00,1555459200,0.07445,0.073399,2268582.37463522
ADAEUR,ADA/EUR,ADA,EUR,2019-04-18 02:00:00,1555545600,0.073351,0.0729,3045527.36327566
ADAEUR,ADA/EUR,ADA,EUR,2019-04-19 02:00:00,1555632000,0.07267,0.070524,3781306.576524
ADAEUR,ADA/EUR,ADA,EUR,2019-04-20 02:00:00,1555718400,0.070691,0.0677,5129092.56175233
ADAEUR,ADA/EUR,ADA,EUR,2019-04-21 02:00:00,1555804800,0.067612,0.066151,7284943.25999202
ADAEUR,ADA/EUR,ADA,EUR,2019-04-22 02:00:00,1555891200,0.06597,0.069392,4216718.52901893
ADAEUR,ADA/EUR,ADA,EUR,2019-04-23 02:00:00,1555977600,0.069822,0.066407,9407242.32752224
ADAEUR,ADA/EUR,ADA,EUR,2019-04-24 02:00:00,1556064000,0.0658,0.0651,8447208.86934459
ADAEUR,ADA/EUR,ADA,EUR,2019-04-25 02:00:00,1556150400,0.065723,0.061872,3621941.73633298
ADAEUR,ADA/EUR,ADA,EUR,2019-04-26 02:00:00,1556236800,0.061666,0.061025,5381992.2834617
ADAEUR,ADA/EUR,ADA,EUR,2019-04-27 02:00:00,1556323200,0.061015,0.0621,1878690.85537144
ADAEUR,ADA/EUR,ADA,EUR,2019-04-28 02:00:00,1556409600,0.062,0.060741,2489453.60691631
ADAEUR,ADA/EUR,ADA,EUR,2019-04-29 02:00:00,1556496000,0.059956,0.056885,4052742.91216638
ADAEUR,ADA/EUR,ADA,EUR,2019-04-30 02:00:00,1556582400,0.057173,0.062,4755877.44635815
ADAEUR,ADA/EUR,ADA,EUR,2019-05-01 02:00:00,1556668800,0.062,0.060966,2715436.07164451
ADAEUR,ADA/EUR,ADA,EUR,2019-05-02 02:00:00,1556755200,0.060708,0.0603,1783646.55219914
ADAEUR,ADA/EUR,ADA,EUR,2019-05-03 02:00:00,1556841600,0.059903,0.06142,5883820.67714149
ADAEUR,ADA/EUR,ADA,EUR,2019-05-04 02:00:00,1556928000,0.061436,0.059226,5593158.42627727
ADAEUR,ADA/EUR,ADA,EUR,2019-05-05 02:00:00,1557014400,0.059098,0.058599,1800382.00111369
ADAEUR,ADA/EUR,ADA,EUR,2019-05-06 02:00:00,1557100800,0.058533,0.059397,2921050.19913591
ADAEUR,ADA/EUR,ADA,EUR,2019-05-07 02:00:00,1557187200,0.060201,0.0565,7370546.69400942
ADAEUR,ADA/EUR,ADA,EUR,2019-05-08 02:00:00,1557273600,0.05638,0.05709,2459168.23892176
ADAEUR,ADA/EUR,ADA,EUR,2019-05-09 02:00:00,1557360000,0.057271,0.054952,5878995.5444653
ADAEUR,ADA/EUR,ADA,EUR,2019-05-10 02:00:00,1557446400,0.054892,0.05607,3952321.74145588
ADAEUR,ADA/EUR,ADA,EUR,2019-05-11 02:00:00,1557532800,0.055979,0.06622,15012302.44242509
ADAEUR,ADA/EUR,ADA,EUR,2019-05-12 02:00:00,1557619200,0.0674,0.062318,9873209.05020472
ADAEUR,ADA/EUR,ADA,EUR,2019-05-13 02:00:00,1557705600,0.062223,0.064797,9130783.88806518
ADAEUR,ADA/EUR,ADA,EUR,2019-05-14 02:00:00,1557792000,0.064722,0.075329,12941107.50475357
ADAEUR,ADA/EUR,ADA,EUR,2019-05-15 02:00:00,1557878400,0.0757,0.084297,16213770.32524989
ADAEUR,ADA/EUR,ADA,EUR,2019-05-16 02:00:00,1557964800,0.084126,0.077994,15416072.49850701
ADAEUR,ADA/EUR,ADA,EUR,2019-05-17 02:00:00,1558051200,0.078709,0.074998,12284249.77500954
ADAEUR,ADA/EUR,ADA,EUR,2019-05-18 02:00:00,1558137600,0.074393,0.071161,4428531.58825058
ADAEUR,ADA/EUR,ADA,EUR,2019-05-19 02:00:00,1558224000,0.070771,0.077958,6398595.34431089
ADAEUR,ADA/EUR,ADA,EUR,2019-05-20 02:00:00,1558310400,0.077216,0.076044,7727812.39292713
ADAEUR,ADA/EUR,ADA,EUR,2019-05-21 02:00:00,1558396800,0.076246,0.076095,6758284.81324488
ADAEUR,ADA/EUR,ADA,EUR,2019-05-22 02:00:00,1558483200,0.076166,0.0698,7968654.99134061
ADAEUR,ADA/EUR,ADA,EUR,2019-05-23 02:00:00,1558569600,0.06944,0.072174,10678146.20489094
ADAEUR,ADA/EUR,ADA,EUR,2019-05-24 02:00:00,1558656000,0.0722,0.07224,5962336.23386183
ADAEUR,ADA/EUR,ADA,EUR,2019-05-25 02:00:00,1558742400,0.072229,0.07191,1982022.70241824
ADAEUR,ADA/EUR,ADA,EUR,2019-05-26 02:00:00,1558828800,0.07203,0.077182,5755106.31875517
ADAEUR,ADA/EUR,ADA,EUR,2019-05-27 02:00:00,1558915200,0.0775,0.080541,10303323.81321903
ADAEUR,ADA/EUR,ADA,EUR,2019-05-28 02:00:00,1559001600,0.081856,0.083199,6893675.30242161
ADAEUR,ADA/EUR,ADA,EUR,2019-05-29 02:00:00,1559088000,0.082972,0.081831,7215629.58552585
ADAEUR,ADA/EUR,ADA,EUR,2019-05-30 02:00:00,1559174400,0.082361,0.075884,13358580.48927089
ADAEUR,ADA/EUR,ADA,EUR,2019-05-31 02:00:00,1559260800,0.075221,0.080297,6098884.43158392
ADAEUR,ADA/EUR,ADA,EUR,2019-06-01 02:00:00,1559347200,0.08,0.081155,5052517.57913859
ADAEUR,ADA/EUR,ADA,EUR,2019-06-02 02:00:00,1559433600,0.081297,0.086373,9050027.23639825
ADAEUR,ADA/EUR,ADA,EUR,2019-06-03 02:00:00,1559520000,0.085805,0.07778,15953749.77134805
ADAEUR,ADA/EUR,ADA,EUR,2019-06-04 02:00:00,1559606400,0.077782,0.0733,21056525.82789936
ADAEUR,ADA/EUR,ADA,EUR,2019-06-05 02:00:00,1559692800,0.07325,0.073765,9495547.96003442
ADAEUR,ADA/EUR,ADA,EUR,2019-06-06 02:00:00,1559779200,0.073583,0.073362,6581361.97294008
ADAEUR,ADA/EUR,ADA,EUR,2019-06-07 02:00:00,1559865600,0.074034,0.075609,7933847.86947411
ADAEUR,ADA/EUR,ADA,EUR,2019-06-08 02:00:00,1559952000,0.07532,0.0744,2828842.59640006
ADAEUR,ADA/EUR,ADA,EUR,2019-06-09 02:00:00,1560038400,0.074427,0.07037,6760163.36915496
ADAEUR,ADA/EUR,ADA,EUR,2019-06-10 02:00:00,1560124800,0.069659,0.0757,8594329.3836287
ADAEUR,ADA/EUR,ADA,EUR,2019-06-11 02:00:00,1560211200,0.07575,0.0776,9785335.62224161
ADAEUR,ADA/EUR,ADA,EUR,2019-06-12 02:00:00,1560297600,0.077549,0.0855,19989512.86824801
ADAEUR,ADA/EUR,ADA,EUR,2019-06-13 02:00:00,1560384000,0.085347,0.0798,13116301.87219766
ADAEUR,ADA/EUR,ADA,EUR,2019-06-14 02:00:00,1560470400,0.0796,0.080904,11125269.95023913
ADAEUR,ADA/EUR,ADA,EUR,2019-06-15 02:00:00,1560556800,0.081131,0.0817,5888100.00728859
ADAEUR,ADA/EUR,ADA,EUR,2019-06-16 02:00:00,1560643200,0.081491,0.082345,9680968.72047213
ADAEUR,ADA/EUR,ADA,EUR,2019-06-17 02:00:00,1560729600,0.082345,0.083051,6287170.0013616
ADAEUR,ADA/EUR,ADA,EUR,2019-06-18 02:00:00,1560816000,0.083514,0.079285,8015503.72354688
ADAEUR,ADA/EUR,ADA,EUR,2019-06-19 02:00:00,1560902400,0.0794,0.079821,4063793.69839851
ADAEUR,ADA/EUR,ADA,EUR,2019-06-20 02:00:00,1560988800,0.079856,0.077577,9521391.99414259
ADAEUR,ADA/EUR,ADA,EUR,2019-06-21 02:00:00,1561075200,0.077696,0.078682,7284264.71151268
ADAEUR,ADA/EUR,ADA,EUR,2019-06-22 02:00:00,1561161600,0.078695,0.082701,28002626.85499325
ADAEUR,ADA/EUR,ADA,EUR,2019-06-23 02:00:00,1561248000,0.082569,0.084294,20274544.8688712
ADAEUR,ADA/EUR,ADA,EUR,2019-06-24 02:00:00,1561334400,0.084427,0.085999,14132371.85443876
ADAEUR,ADA/EUR,ADA,EUR,2019-06-25 02:00:00,1561420800,0.085856,0.084195,11656596.18066789
ADAEUR,ADA/EUR,ADA,EUR,2019-06-26 02:00:00,1561507200,0.084384,0.082705,44802258.1841403
ADAEUR,ADA/EUR,ADA,EUR,2019-06-27 02:00:00,1561593600,0.08316,0.074561,40548889.9638062
ADAEUR,ADA/EUR,ADA,EUR,2019-06-28 02:00:00,1561680000,0.074604,0.077761,11221037.47591952
ADAEUR,ADA/EUR,ADA,EUR,2019-06-29 02:00:00,1561766400,0.078079,0.078852,8996435.50994079
ADAEUR,ADA/EUR,ADA,EUR,2019-06-30 02:00:00,1561852800,0.0789,0.071858,7678441.82879091
ADAEUR,ADA/EUR,ADA,EUR,2019-07-01 02:00:00,1561939200,0.072035,0.073729,8304055.4421758
ADAEUR,ADA/EUR,ADA,EUR,2019-07-02 02:00:00,1562025600,0.073997,0.071263,8763420.78018474
ADAEUR,ADA/EUR,ADA,EUR,2019-07-03 02:00:00,1562112000,0.071482,0.073437,8517686.89683188
ADAEUR,ADA/EUR,ADA,EUR,2019-07-04 02:00:00,1562198400,0.073055,0.068937,8251641.93749362
ADAEUR,ADA/EUR,ADA,EUR,2019-07-05 02:00:00,1562284800,0.068832,0.068271,5269605.1952377
ADAEUR,ADA/EUR,ADA,EUR,2019-07-06 02:00:00,1562371200,0.068335,0.068994,5860479.60673922
ADAEUR,ADA/EUR,ADA,EUR,2019-07-07 02:00:00,1562457600,0.068831,0.071278,3977842.62751301
ADAEUR,ADA/EUR,ADA,EUR,2019-07-08 02:00:00,1562544000,0.071257,0.071851,7980546.38657985
ADAEUR,ADA/EUR,ADA,EUR,2019-07-09 02:00:00,1562630400,0.07186,0.069745,10182322.2666843
ADAEUR,ADA/EUR,ADA,EUR,2019-07-10 02:00:00,1562716800,0.069749,0.063597,17556477.76579309
ADAEUR,ADA/EUR,ADA,EUR,2019-07-11 02:00:00,1562803200,0.0635,0.057689,19530200.37622993
ADAEUR,ADA/EUR,ADA,EUR,2019-07-12 02:00:00,1562889600,0.058332,0.061994,10015700.75674262
ADAEUR,ADA/EUR,ADA,EUR,2019-07-13 02:00:00,1562976000,0.062008,0.059249,6855065.1543547
ADAEUR,ADA/EUR,ADA,EUR,2019-07-14 02:00:00,1563062400,0.0595,0.0554,6716780.11515257
